Upi,Fleng,Fwidth,RawLength,RawWidth,Quantity,Material,Graining,UniqueEdgeId1LeadingEdge,UniqueEdgeId2LeadingEdge,UniqueEdgeId3LeadingEdge,UniqueEdgeId4LeadingEdge,Orientation,Materialflow,SerialNumber,Customernumber,Cart,PartName,Batchnumber,ErpEdge,CsvRemark,DoubleFaces,Thickness,MillingType,Reverse,PackQuantity,PackNumber,SwplQuantity,LotCode,LotDesc,ProjectName,Ftlx,Fen,Color,CabinetNo,DrillingType,WareFlag,ProductColor,CrId,NailFlag,PickupDate,ItemCodeSimple,EmergencyFlag,GIndex,SubBatchArea,DealerName,PVC,LineNo,FlowName,OptimizeList,FactoryCode,Info6DrillingNo,ItemCode,DiagonalLine,DoolFleng,DoolFwidth,DateTimeType,BatchSeq,SeeLightFlag,ReproduceFlag,CabinetNumber,ProductTypeName,PartTypeName,ModelType,HhWall,HhHandleface,DoorSerialNumber,HhLocktype,HhHingetype,OrderBrand,LineItemName,LineItemCode,HhMachiningOne,DetailRemark,HhBottomdis,DePlanComments,HgDoorSerialNumber,IsInsertedPanelLine,OldTaskNo,OldNeedItemNumber,TransverseStriation,HandleRemark,Specification,ProductDateEnd,BatchOrder,SourceColor,HhSpecification,HhMachiningTwo,HhSeq,MmGroovemessage,SealDarkintDamper,DoorPocketNum,HandleShortName,ColourTonal,MmColourmixture,MmSpecOrderRemark,BatchCarNo,BatchCarNoIndex,GcPanelType,SpecialProcess,EdgebandColour,SurfaceColor,EdgebandLogoFlag,TypeOfProduction,OriginLength,OriginWidth,DrillingNoLastFour,EdgebandLogoFlagExtend,HalmaMillType,CpnOuterColorDescriptionZH,PackageBatch,Shape,ShapeFlag,OrderBrandClass,Handle,PotColor,SpellTrayCode,TrayCode,Suite,RouteName,CommentsInValue,FilmCoverItemCode,FilmCoverPictureCode,Layer,SingleOrderSeat,SingleOrderArea,LastCol
1.31724E+12,213.5,362,214.5,362.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_12,381279230,P0120102400516-2,13,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,14,1,4,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1317238261039-13-1,,11月5日,,,,柜3区,潍坊旗舰,034B,114,智能矩形,,131723826,,FC21801VA,420.27,213.5,362,B,1,,,,,,,,,118-114,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,13-114,0,,,,,213.5*362*18,,ZJ_ZN241102A1-1 | P0120102400516-2,034B,18*362*213.5,,118-114-,,；；,,,深花色,,,0,0,,,34,,,,214.5,362.5,1039,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P040,,,6,,,,,,,End
1.31938E+12,1650,219,1651,219.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P2746032400241-1,32,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,2,2,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319383811001-32-1,,11月5日,,,,柜3区,平潭县,034B,12,智能矩形,,131938381,,FC21801VA,1664.47,1650,219,B,1,,,,,,,,,12月12日,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,Dec-32,0,,,,,1650*219*18,,ZJ_ZN241102A1-1 | P2746032400241-1,034B,18*219*1650,,12-12-,,；；,,,深花色,,,0,0,,,34,,,,1651,219.5,1001,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1.32003E+12,484,549,485,549,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_12,381279230,Y0323142400085-12,33,非标中固层(前后见光)(VA),ZJ_ZN241102A1-1,2H△2L,,双,18,,,19,13,5,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A2,,,1320033271041-33-1,,11月5日,,,,柜3区,杭州佳盛,034B,70,智能矩形,,132003327,1.32003E+12,FG0318026VA,731.89,484,549,B,1,,,,,,,,,125-70,,,索菲亚,非标中固层(前后见光)(VA),,  ,,扇地缝:,,33-70,0,,,,,484*549*18,,ZJ_ZN241102A1-1 | Y0323142400085-12,034B,18*549*484,,125-70-,,；；,,,深花色,,,0,0,,,34,,,,485,549,1041,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y081,,,6,,,,,,,End
1.31966E+12,286,310,287,310,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_10,381279230,P3525012400221-1,41,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,+,5,4,3,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1319660271001-41-1,,11月5日,,,,柜3区,富阳区,034B,24,智能矩形,,131966027,,FC11801VA,421.78,286,310,B,1,★,,,,,,,,32-24,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,41-24,0,,,,,286*310*18,,ZJ_ZN241102A1-1 | P3525012400221-1,034B,18*310*286,,32-24-,,；；,,,深花色,,,0,0,,,34,,,,287,310,1001,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P042,,,6,,,,,,,End
1.31966E+12,286,330,287,330,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_10,381279230,P3525012400221-1,41,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,+,5,4,3,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1319660271002-41-1,,11月5日,,,,柜3区,富阳区,034B,25,智能矩形,,131966027,,FC11801VA,436.69,286,330,B,1,★,,,,,,,,32-25,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,41-25,0,,,,,286*330*18,,ZJ_ZN241102A1-1 | P3525012400221-1,034B,18*330*286,,32-25-,,；；,,,深花色,,,0,0,,,34,,,,287,330,1002,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P042,,,6,,,,,,,End
1.31875E+12,296,273,297,273.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P1433532400096-11,42,非标下固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,3,2,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A4,,,1318747251007-42-1,,11月5日,,,,柜3区,南京,034B,13,智能矩形,,131874725,,FG0218019VA,402.67,296,273,B,1,,,,,,,,,15-13,,,索菲亚,非标下固层(VA),,  ,,扇地缝:,,42-13,0,,,,,296*273*18,,ZJ_ZN241102A1-1 | P1433532400096-11,034B,18*273*296,,15-13-,,；；,,,深花色,,,0,0,,,34,,,,297,273.5,1007,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,,,,,,,End
1.31957E+12,232,485,233,485.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_12,381279230,J2789012400031-2,43,非标18mm见光侧板(左)(VA),ZJ_ZN241102A1-1,四K○|K1,1左,,18,B4,,13,3,8,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1319567681003-43-1,,11月5日,,,,柜3区,J常州一米,034B,40,智能矩形,,131956768,,FC11801LVA,537.63,232,485,B,1,★,,,,,,,,108-40,,,索菲亚,非标18mm见光侧板(左)(VA),,  ,,扇地缝:,,43-40,0,,,,,232*485*18,,ZJ_ZN241102A1-1 | J2789012400031-2,034B,18*485*232,,108-40-,,；；,,左,深花色,,,0,0,,,34,,,,233,485.5,1003,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P023,,,6,,,,,,,End
1.31938E+12,450,544,451,544.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,P2746032400241-5,14,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,+,5,1,4,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1319383711008-14-1,,11月5日,,,,柜3区,平潭县,034B,10,智能矩形,,131938371,,FC21801VA,706,450,544,B,1,,,,,,,,,Oct-51,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,10月14日,0,,,,,450*544*18,,ZJ_ZN241102A1-1 | P2746032400241-5,034B,18*544*450,,51-10-,,；；,,,深花色,,,0,0,,,34,,,,451,544.5,1008,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1.31824E+12,480,600,481,600,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,1,1_6_10,381279230,P3345212400321-1,11,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,+,23,9,3,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1318244751014-11-1,,11月5日,,,,柜3区,哈尔滨市,034B,144,智能矩形,,131824475,,FC11801VA,768.37,480,600,B,1,★,,,,,,,,183-144,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,11-144,0,,,,,480*600*18,,ZJ_ZN241102A1-1 | P3345212400321-1,034B,18*600*480,,183-144-,,；；,,,深花色,,,0,0,,,34,,,,481,600,1014,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31824E+12,1020,300,1021,300.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3345212400321-1,11,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,23,20,8,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318244751021-11-1,,11月5日,,,,柜3区,哈尔滨市,034B,100,智能矩形,,131824475,,FC21801VA,1063.2,1020,300,B,1,,,,,,,,,183-100,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,11-100,0,,,,,1020*300*18,,ZJ_ZN241102A1-1 | P3345212400321-1,034B,18*300*1020,,183-100-,,；；,,,深花色,,,0,0,,,34,,,,1021,300.5,1021,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31976E+12,437,311,438,311.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3621012400165-1,20,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,5,4,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319764991024-20-1,,11月5日,,,,柜3区,安丘市,034B,42,智能矩形,,131976499,,FG0318019VA,536.37,437,311,B,1,,,,,,,,,51-42,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,20-42,0,,,,,437*311*18,,ZJ_ZN241102A1-1 | P3621012400165-1,034B,18*311*437,,51-42-,,；；,,,深花色,,,0,0,,,34,,,,438,311.5,1024,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P088,,,6,,,,,,,End
1.31938E+12,643,273,644,273.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P2746032400241-6,22,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,1,9,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319383801042-22-1,,11月5日,,,,柜3区,平潭县,034B,18,智能矩形,,131938380,,FG0318019VA,698.55,643,273,B,1,,,,,,,,,64-18,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,22-18,0,,,,,643*273*18,,ZJ_ZN241102A1-1 | P2746032400241-6,034B,18*273*643,,64-18-,,；；,,,深花色,,,0,0,,,34,,,,644,273.5,1042,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1.31965E+12,1142,491,1143,491.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,Y0115432401009-12,12,非标中固层(VA),ZJ_ZN241102A1-1,四○,,双,18,,,13,10,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319650251028-12-1,,11月5日,,,,柜3区,杭州,034B,49,智能矩形,,131965025,1.31965E+12,FG0318019VA,1243.08,1142,491,B,1,,,,,,,,,79-49,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,12-49,0,,,,,1142*491*18,,ZJ_ZN241102A1-1 | Y0115432401009-12,034B,18*491*1142,,79-49-,,；；,,,深花色,,,0,0,,,34,,,,1143,491.5,1028,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1.31708E+12,350,334,351,334.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P1242012400179-2,23,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,1,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1317082611006-23-1,,11月5日,,,,柜3区,奉化,034B,38,智能矩形,,131708261,,FC21801VA,483.79,350,334,B,1,,,,,,,,,75-38,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,23-38,0,,,,,350*334*18,,ZJ_ZN241102A1-1 | P1242012400179-2,034B,18*334*350,,75-38-,,；；,,,深花色,,,0,0,,,34,,,,351,334.5,1006,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P034,,,6,,,,,,,End
1.31847E+12,500,1180,500,1180,1,VA_18_034B,1,FBD0041_034,FBD0041_034,FBD0041_034,FBD0041_034,1,1_6,381279230,P3345212400167-6,39,18mm平板墙板板件(VA),ZJ_ZN241102A1-1,四△,A5.，竖纹,,18,,,1,1,1,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A1,,,1318473691003-39-1,,11月5日,,,,柜3区,哈尔滨市,034B,3,智能矩形,,131847369,,FZ991821VA,1281.56,500,1180,B,1,,,,,,,,,5月3日,,,索菲亚,18mm平板墙板板件(VA),,  ,,扇地缝:,,Mar-39,0,,,,,500*1180*18,,ZJ_ZN241102A1-1 | P3345212400167-6,034B,18*1180*500,,5-3-,,；；,,,深花色,,,0,0,,,34,,,,500,1180,1003,,,034B_尼可胡桃,02A1-1,,,索墙,,,05P038,,,6,,,,,,,End
1.31966E+12,474,330,475,330,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_10,381279230,P3525012400221-1,41,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,,5,5,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319660271003-41-1,,11月5日,,,,柜3区,富阳区,034B,26,智能矩形,,131966027,,FC11801VA,577.56,474,330,B,1,★,,,,,,,,32-26,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,41-26,0,,,,,474*330*18,,ZJ_ZN241102A1-1 | P3525012400221-1,034B,18*330*474,,32-26-,,；；,,,深花色,,,0,0,,,34,,,,475,330,1003,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P042,,,6,,,,,,,End
1.31957E+12,2320,288,2321,288.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0112032400254-23,九,非标18mm见光侧板(左)(VA),ZJ_ZN241102A1-1,四K○|K1,1左,,18,B4,,7,6,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319568151005-9-1,,11月5日,,,,柜3区,吴江,034B,4,智能矩形,,131956815,,FC11801LVA,2337.81,2320,288,B,1,★,,,,,,,,Apr-63,,,索菲亚,非标18mm见光侧板(左)(VA),,  ,,扇地缝:,,九-4,0,,,,,2320*288*18,,ZJ_ZN241102A1-1 | Y0112032400254-23,034B,18*288*2320,,63-4-,,；；,,左,深花色,,,0,0,,,34,,,,2321,288.5,1005,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.31938E+12,884,543,885,543.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P2746032400241-5,14,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,5,2,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319383711015-14-1,,11月5日,,,,柜3区,平潭县,034B,17,智能矩形,,131938371,,FG0118018VA,1037.45,884,543,B,1,,,,,,,,,51-17,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,14-17,0,,,,,884*543*18,,ZJ_ZN241102A1-1 | P2746032400241-5,034B,18*543*884,,51-17-,,；；,,,深花色,,,0,0,,,34,,,,885,543.5,1015,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1.31957E+12,780,553,781,553.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0112032400254-23,九,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,5,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319568151016-9-1,,11月5日,,,,柜3区,吴江,034B,15,智能矩形,,131956815,,FG0118018VA,956.14,780,553,B,1,,,,,,,,,63-15,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,九-15,0,,,,,780*553*18,,ZJ_ZN241102A1-1 | Y0112032400254-23,034B,18*553*780,,63-15-,,；；,,,深花色,,,0,0,,,34,,,,781,553.5,1016,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.31938E+12,884,543,885,543.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P2746032400241-5,14,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,5,2,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319383711014-14-1,,11月5日,,,,柜3区,平潭县,034B,16,智能矩形,,131938371,,FG0118018VA,1037.45,884,543,B,1,,,,,,,,,51-16,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,14-16,0,,,,,884*543*18,,ZJ_ZN241102A1-1 | P2746032400241-5,034B,18*543*884,,51-16-,,；；,,,深花色,,,0,0,,,34,,,,885,543.5,1014,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P016,,,6,,,,,,,End
1.32002E+12,740.5,348,741.5,348.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3726012400098-3,37,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,14,9,6,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320023371028-37-1,,11月5日,,,,柜3区,镇江新区,034B,76,智能矩形,,132002337,,FG0318019VA,818.2,740.5,348,B,1,,,,,,,,,106-76,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,37-76,0,,,,,740.5*348*18,,ZJ_ZN241102A1-1 | P3726012400098-3,034B,18*348*740.5,,106-76-,,；；,,,深花色,,,0,0,,,34,,,,741.5,348.5,1028,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P080,,,6,,,,,,,End
1.31847E+12,2134,353,2135,353.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3345212400167-10,70,非标下固层(VA),ZJ_ZN241102A1-1,四○,,双,18,,,12,9,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1318473421016-70-1,,11月5日,,,,柜3区,哈尔滨市,034B,62,智能矩形,,131847342,1.31847E+12,FG0218019VA,2163,2134,353,B,1,,,,,,,,,69-62,,,索菲亚,非标下固层(VA),,  ,,扇地缝:,,70-62,0,,,,,2134*353*18,,ZJ_ZN241102A1-1 | P3345212400167-10,034B,18*353*2134,,69-62-,,；；,,,深花色,,,0,0,,,34,,,,2135,353.5,1016,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31957E+12,320,158,321,158.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0112032400254-11,72,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,2,9,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A6,,,1319570691012-72-1,,11月5日,,,,柜3区,吴江,034B,30,智能矩形,,131957069,,FG0118018VA,356.88,320,158,B,1,,,,,,,,,61-30,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,72-30,0,,,,,320*158*18,,ZJ_ZN241102A1-1 | Y0112032400254-11,034B,18*158*320,,61-30-,,；；,,,深花色,,,0,0,,,34,,,,321,158.5,1012,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.31957E+12,320,158,321,158.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0112032400254-11,72,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,7,2,9,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A6,,,1319570691018-72-1,,11月5日,,,,柜3区,吴江,034B,36,智能矩形,,131957069,,FG0318019VA,356.88,320,158,B,1,,,,,,,,,61-36,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,72-36,0,,,,,320*158*18,,ZJ_ZN241102A1-1 | Y0112032400254-11,034B,18*158*320,,61-36-,,；；,,,深花色,,,0,0,,,34,,,,321,158.5,1018,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.31965E+12,1686,294,1687,294,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_12,381279230,Y0115432401009-5,76,非标中固层(前后见光)(VA),ZJ_ZN241102A1-1,2H△2L,,双,18,,,10,9,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319650661023-76-1,,11月5日,,,,柜3区,杭州,034B,38,智能矩形,,131965066,1.31965E+12,FG0318026VA,1711.44,1686,294,B,1,,,,,,,,,62-38,,,索菲亚,非标中固层(前后见光)(VA),,  ,,扇地缝:,,76-38,0,,,,,1686*294*18,,ZJ_ZN241102A1-1 | Y0115432401009-5,034B,18*294*1686,,62-38-,,；；,,,深花色,,,0,0,,,34,,,,1687,294,1023,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1.31839E+12,443,541,444,541.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_12,381279230,P3345212400166-1,77,非标18mm顶固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,22,5,8,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A2,,,1318388691185-77-1,,11月5日,,,,柜3区,哈尔滨市,034B,73,智能矩形,,131838869,,FG0121801VA,699.24,443,541,B,1,,,,,,,,,155-73,,,索菲亚,非标18mm顶固层(VA),,  ,,扇地缝:,,77-73,0,,,,,443*541*18,,ZJ_ZN241102A1-1 | P3345212400166-1,034B,18*541*443,,155-73-,,；；,,,深花色,,,0,0,,,34,,,,444,541.5,1185,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31839E+12,1010,553,1011,553.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P3345212400166-1,77,非标18mm底固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,22,14,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1318388691041-77-1,,11月5日,,,,柜3区,哈尔滨市,034B,34,智能矩形,,131838869,,FG0221801VA,1151.48,1010,553,B,1,,,,,,,,,155-34,,,索菲亚,非标18mm底固层(VA),,  ,,扇地缝:,,77-34,0,,,,,1010*553*18,,ZJ_ZN241102A1-1 | P3345212400166-1,034B,18*553*1010,,155-34-,,；；,,,深花色,,,0,0,,,34,,,,1011,553.5,1041,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
1.31875E+12,905,327,906,327,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_10,381279230,P1433532400096-4,79,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,,15,13,7,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318747191016-79-1,,11月5日,,,,柜3区,南京,034B,127,智能矩形,,131874719,,FC11801VA,962.27,905,327,B,1,★,,,,,,,,159-127,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,79-127,0,,,,,905*327*18,,ZJ_ZN241102A1-1 | P1433532400096-4,034B,18*327*905,,159-127-,,；；,,,深花色,,,0,0,,,34,,,,906,327,1016,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P005,,,6,,,,,,,End
1.31909E+12,371,60,371,61,1,VA_18_034B,1,FBD6_22_034,,FBD6_22_034,,0,1_6_10T,381279230,P0120052400199-12,30,非标18mm脚线(木塞)(VA),ZJ_ZN241102A1-1,2H,按新脚线规则打孔,,18,,,1,1,22,ZJ_ZN241102A1-1(1),,,小板件,,034BENF,,A6,,,1319094611031-30-1,,11月5日,,,,柜1区,潍坊,034B,103,4.0小板件,,131909461,,FJ031802VA,375.82,371,60,B,1,,,,,,,,,117-103,,,索菲亚,非标18mm脚线(木塞)(VA),,  ,,扇地缝:,,30-103,0,,,,,371*60*18,,ZJ_ZN241102A1-1 | P0120052400199-12,034B,18*60*371,,117-103-,,；；,,,深花色,,,0,0,,,34,,,,371,61,1031,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1.31957E+12,780,60,780,61,1,VA_18_034B,1,FBD6_22_034,,FBD6_22_034,,0,1_6_10T,381279230,Y0112032400254-23,九,非标18mm脚线(木塞)(VA),ZJ_ZN241102A1-1,2H,按新脚线规则打孔,,18,,,1,1,13,ZJ_ZN241102A1-1(1),,,小板件,,034BENF,,A6,,,1319568151010-9-1,,11月5日,,,,柜1区,吴江,034B,9,4.0小板件,,131956815,,FJ031802VA,782.3,780,60,B,1,,,,,,,,,Sep-63,,,索菲亚,非标18mm脚线(木塞)(VA),,  ,,扇地缝:,,九-9,0,,,,,780*60*18,,ZJ_ZN241102A1-1 | Y0112032400254-23,034B,18*60*780,,63-9-,,；；,,,深花色,,,0,0,,,34,,,,780,61,1010,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1.31863E+12,299,70,299,70,1,VA_18_034B,1,FBD0041_034,FBD0041_034,FBD0041_034,FBD0041_034,0,1_6_10T,381279230,P3345202400287-4,26,18mm非标板(VA),ZJ_ZN241102A1-1,四△,左0，0，右0，0,,18,,,1,1,6,ZJ_ZN241102A1-1(1),,,小板件,,034BENF,,A1,,,1318627351001-26-1,,11月5日,,,,柜1区,哈尔滨市,034B,2,4.0小板件,,131862735,,FQ218VA,307.08,299,70,B,1,,,,,,,,,6月2日,,,索菲亚,18mm非标板(VA),,  ,,扇地缝:,,2月26日,0,,,,,299*70*18,,ZJ_ZN241102A1-1 | P3345202400287-4,034B,18*70*299,,6-2-,,；；,,,深花色,,,0,0,,,34,,,,299,70,1001,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P038,,,6,,,,,,,End
